channel_id,pad_cx,pad_cy,n_tag,n_hit,eff
392,341.646,115.5698,2,0,
391,309.4155,103.8532,0,0,
390,277.1825,92.1395,0,0,
389,547.0273,186.0523,0,0,
388,514.8001,174.329,0,0,
387,482.5717,162.6066,6,4,0.6666666666666666
386,450.3415,150.885,3,2,
385,418.1098,139.1638,5,3,0.6
384,559.0359,186.2003,0,0,
511,517.5066,230.142,0,0,
510,465.3043,206.9018,247,159,0.6437246963562753
509,413.1015,183.6627,773,464,0.6002587322121604
508,497.5873,218.6703,0,0,
507,360.8991,160.4241,8,5,0.625
506,445.3834,195.432,403,228,0.56575682382134
505,529.8633,230.433,0,0,
504,308.6966,137.1869,4,0,
503,393.1792,172.1946,544,345,0.6341911764705882
502,477.6574,207.1948,234,149,0.6367521367521367
501,256.494,113.9519,0,0,
500,340.9745,148.9585,6,3,0.5
499,425.4505,183.9581,487,253,0.5195071868583162
498,509.9245,218.9535,0,0,
497,288.7689,125.7253,2,0,
496,373.2427,160.7225,10,3,0.3
495,457.7147,195.7159,253,140,0.5533596837944664
494,542.1859,230.708,0,0,
493,204.2918,90.7201,0,0,
492,321.033,137.4891,5,3,0.6
491,405.5031,172.48,454,239,0.526431718061674
490,489.9731,207.47,180,93,0.5166666666666667
489,236.5619,102.496,0,0,
488,152.0896,67.4964,0,0,
487,522.2268,219.2207,0,0,
486,437.7578,184.2333,371,199,0.5363881401617251
485,353.2891,149.2459,5,2,0.4
484,268.8204,114.2595,0,0,
483,184.3524,79.2749,0,0,
482,470.0076,195.9825,187,94,0.5026737967914439
481,385.5391,160.998,162,71,0.4382716049382716
480,110.37,48.8092,0,0,
479,502.2533,207.729,0,0,
478,301.0708,126.0152,1,1,
477,417.7845,172.7454,436,244,0.5596330275229358
476,534.4961,219.4728,0,0,
475,216.603,91.037,0,0,
474,333.3152,137.765,1,1,
473,450.026,184.4902,244,132,0.5409836065573771
472,248.8458,102.7896,0,0,
471,365.5552,149.5104,4,2,
470,482.2646,196.2323,171,99,0.5789473684210527
469,132.1373,56.0728,0,0,
468,514.5007,207.9728,0,0,
467,397.7919,161.253,310,170,0.5483870967741935
466,281.0835,114.5361,0,0,
465,546.7347,219.7111,0,0,
464,430.0258,172.9925,361,229,0.6343490304709142
463,164.3761,67.8288,0,0,
462,313.3171,126.278,2,1,
461,462.2575,184.7307,190,104,0.5473684210526316
460,345.5482,138.0173,6,1,0.16666666666666666
459,494.4877,196.4671,0,0,
458,196.6092,79.5745,0,0,
457,526.7163,208.2026,0,0,
456,377.7769,149.7542,3,0,
455,228.8381,91.3143,0,0,
454,410.0043,161.4895,318,180,0.5660377358490566
453,261.0647,103.051,0,0,
452,442.2302,173.2231,266,152,0.5714285714285714
451,293.2894,114.7849,0,0,
450,474.4551,184.9561,99,44,0.4444444444444444
449,325.513,126.5175,3,1,
448,506.6791,196.688,0,0,
575,310.9691,158.9452,3,1,
574,402.8835,205.1091,1642,985,0.5998781973203411
573,494.7985,251.2725,1,1,
572,291.1408,147.5139,6,2,0.3333333333333333
571,383.0551,193.6743,1500,865,0.5766666666666667
570,474.9701,239.835,671,299,0.4456035767511177
569,199.2298,101.3555,0,0,
568,271.3081,136.0823,0,0,
567,363.2228,182.2385,25,11,0.44
566,455.1383,228.397,1177,578,0.49107901444350044
565,179.3944,89.9328,0,0,
564,435.3034,216.9582,1500,858,0.572
563,527.2203,263.1166,0,0,
562,343.3865,170.8021,12,4,0.3333333333333333
561,251.4687,124.6507,6,0,0.0
560,507.3833,251.6753,0,0,
559,415.4646,205.5186,1554,863,0.5553410553410554
558,159.5497,78.5123,0,0,
557,323.5446,159.3648,10,3,0.3
556,487.5426,240.2333,356,183,0.5140449438202247
555,231.6214,113.2187,0,0,
554,395.621,194.0778,1365,850,0.6227106227106227
553,303.6962,147.927,5,3,0.6
552,467.6979,228.7903,634,371,0.5851735015772871
551,139.6894,67.0966,0,0,
550,375.772,182.6364,915,529,0.5781420765027322
549,211.7641,101.7869,0,0,
548,447.8485,217.3458,1023,586,0.5728250244379277
547,519.9252,252.0558,0,0,
546,283.8403,136.488,0,0,
545,355.917,171.1932,9,2,0.2222222222222222
544,427.994,205.9001,1319,762,0.577710386656558
543,500.0709,240.6084,0,0,
542,191.8934,90.3556,0,0,
541,263.9748,125.0482,1,0,
540,408.1335,194.453,1272,797,0.6265723270440252
539,480.2117,229.1595,331,164,0.4954682779456193
538,336.0544,159.7486,3,1,
537,119.8071,55.688,0,0,
536,388.2657,183.0042,1113,695,0.6244384546271339
535,460.3467,217.7091,527,315,0.5977229601518027
534,532.4268,252.4152,0,0,
533,316.1831,148.3025,2,1,
532,244.0974,113.6066,0,0,
531,172.0044,78.9249,0,0,
530,512.5581,240.9619,0,0,
529,440.4752,206.2563,926,549,0.5928725701943844
528,368.39,171.5535,16,8,0.5
527,296.301,136.8547,1,0,
526,492.683,229.5066,19,6,0.3157894736842105
525,224.2045,102.1643,0,0,
524,420.5957,194.8022,1071,596,0.5564892623716153
523,348.5044,160.1005,1,0,
522,276.4057,125.4044,2,0,
521,472.8009,218.0495,292,172,0.589041095890411
520,400.7076,183.3456,990,556,0.5616161616161616
519,328.6075,148.6451,1,0,
518,525.0057,241.2954,0,0,
517,452.9108,206.5899,489,305,0.623721881390593
516,380.8094,171.8864,446,270,0.6053811659192825
515,433.0117,195.1277,711,409,0.5752461322081576
514,505.1138,229.8337,0,0,
513,485.2135,218.3691,221,113,0.5113122171945701
512,537.4159,241.6109,0,0,
576,514.6246,262.7091,0,0,
577,219.057,112.7797,0,0,
578,422.7087,216.5437,1699,1010,0.594467333725721
579,330.7931,170.3765,7,4,0.5714285714285714
580,127.1522,66.6083,0,0,
581,442.5308,227.9782,1446,800,0.5532503457814661
582,238.8788,124.2051,1,1,
583,350.6137,181.8076,13,10,0.7692307692307693
584,462.351,239.4116,1309,725,0.5538579067990833
585,146.9687,78.0211,0,0,
586,258.6967,135.6311,2,1,
587,482.1687,250.8449,751,357,0.47536617842876167
588,370.4316,193.2386,1264,719,0.5688291139240507
589,501.9848,262.2779,0,0,
590,390.247,204.669,1698,1065,0.627208480565371
591,278.5107,147.0578,4,0,
592,521.7991,273.7103,0,0,
593,410.0603,216.0998,1830,877,0.4792349726775956
594,166.7797,89.4384,0,0,
595,298.3225,158.485,5,0,0.0
596,429.8721,227.5304,1779,1052,0.5913434513771781
597,186.5871,100.8585,0,0,
598,318.1322,169.9123,4,3,
599,449.6822,238.9607,1605,887,0.5526479750778817
600,206.3922,112.2805,0,0,
601,469.4907,250.391,1348,564,0.41839762611275966
602,337.94,181.34,9,8,0.8888888888888888
603,489.2988,261.821,276,171,0.6195652173913043
604,357.7461,192.7676,37,24,0.6486486486486487
605,509.1055,273.251,0,0,
606,226.1952,123.7039,2,1,
607,377.5512,204.1957,1734,928,0.5351787773933102
608,245.9971,135.1281,0,0,
609,397.3555,215.6236,1870,960,0.5133689839572193
610,265.7979,146.5533,3,0,
611,417.1586,227.0515,1968,1134,0.5762195121951219
612,285.5979,157.9788,0,0,
613,436.9609,238.4796,1848,1025,0.5546536796536796
614,305.3971,169.4047,4,0,
615,456.7627,249.9082,1613,935,0.5796652200867948
616,173.8214,100.2819,0,0,
617,476.5642,261.3363,1154,539,0.46707105719237435
618,325.1958,180.8313,6,2,0.3333333333333333
619,496.3645,272.7647,0,0,
620,344.9941,192.2579,7,5,0.7142857142857143
621,516.1648,284.1931,0,0,
622,364.7919,203.6852,961,507,0.5275754422476587
623,213.4071,123.1366,0,0,
624,384.5895,215.1119,1637,1021,0.6237018937080024
625,404.3868,226.5392,1964,1123,0.5717922606924644
626,252.9942,145.992,0,0,
627,424.1838,237.9667,2010,985,0.4900497512437811
628,272.7878,157.4203,2,0,
629,443.9808,249.3942,1824,1061,0.5816885964912281
630,463.7775,260.8215,1592,779,0.48932160804020103
631,312.3758,180.2762,4,0,
632,483.5741,272.2493,289,150,0.5190311418685121
633,351.9643,203.1326,55,27,0.4909090909090909
634,503.3701,283.6772,0,0,
635,411.3474,237.4175,1253,405,0.3232242617717478
636,431.1417,248.8462,1861,1040,0.5588393336915637
637,450.9364,260.2742,1576,1030,0.6535532994923858
638,470.731,271.7025,951,509,0.5352260778128286
639,510.3199,294.5593,0,0,
703,398.9561,257.6972,1453,806,0.5547143840330351
702,187.4608,121.753,1,0,
701,313.0162,201.1795,4,1,
700,418.7692,269.1467,993,536,0.5397784491440081
699,207.2679,133.2115,2,1,
698,438.5809,280.594,418,240,0.5741626794258373
697,332.8259,212.6284,8,8,1.0
696,227.073,144.6646,0,0,
695,458.3912,292.0399,366,190,0.5191256830601093
694,352.6339,224.0761,893,487,0.5453527435610303
693,246.8768,156.1138,1,0,
692,478.2004,303.4844,9,7,0.7777777777777778
691,372.4408,235.5208,1415,858,0.6063604240282685
690,498.0082,314.9279,0,0,
689,121.3291,76.7049,0,0,
688,392.2463,246.9646,1676,956,0.5704057279236276
687,266.6793,167.5601,4,0,
686,141.1204,88.1594,0,0,
685,412.0511,258.4066,1656,988,0.5966183574879227
684,286.4811,179.004,2,0,
683,431.8549,269.8476,1021,587,0.574926542605289
682,160.9131,99.6075,0,0,
681,306.2821,190.4455,7,3,0.42857142857142855
680,451.6582,281.287,491,257,0.5234215885947047
679,471.4606,292.7258,139,70,0.5035971223021583
678,326.0822,201.8859,11,7,0.6363636363636364
677,491.2624,304.1637,2,1,
676,180.7064,111.0511,0,0,
675,345.8821,213.3244,44,25,0.5681818181818182
674,200.5005,122.4917,1,0,
673,365.6814,224.762,1504,820,0.5452127659574468
672,220.2949,133.9297,2,1,
671,385.4802,236.1986,1761,970,0.5508233957978421
670,405.2788,247.6348,1807,946,0.5235196458218041
669,240.0895,145.3662,3,0,
668,425.0767,259.07,1658,933,0.5627261761158022
667,259.884,156.8017,5,2,0.4
666,444.8746,270.5046,1045,652,0.6239234449760765
665,279.6786,168.2358,1,1,
664,464.6725,281.9385,550,228,0.41454545454545455
663,484.4697,293.3725,8,5,0.625
662,299.4733,179.6695,1,0,
661,504.2669,304.8057,0,0,
660,104.5448,60.2851,0,0,
659,319.2679,191.1022,10,2,0.2
658,114.4485,66.0033,0,0,
657,339.0627,202.5348,19,13,0.6842105263157895
656,358.8578,213.9666,1213,710,0.5853256389117889
655,134.2382,77.4287,0,0,
654,378.6528,225.3981,1802,988,0.5482796892341842
653,398.4475,236.8299,1925,1095,0.5688311688311688
652,418.2423,248.2607,1907,1135,0.5951756685894074
651,154.0294,88.855,0,0,
650,438.0372,259.6917,1672,935,0.5592105263157895
649,457.832,271.122,1014,530,0.5226824457593688
648,477.6269,282.5526,244,136,0.5573770491803278
647,497.4219,293.9826,0,0,
646,193.614,111.7091,0,0,
645,233.2005,134.5644,2,0,
644,292.5818,168.8482,3,2,
643,332.1699,191.7046,13,8,0.6153846153846154
642,371.7587,214.5609,1653,991,0.5995160314579552
641,391.5529,225.9893,1963,1207,0.6148751910341315
640,490.5252,283.131,8,6,0.75
767,478.0239,344.5066,0,0,
766,431.7949,310.9189,230,121,0.5260869565217391
765,451.6731,322.4204,92,35,0.3804347826086957
764,385.5659,277.3313,423,266,0.6288416075650118
763,471.5448,333.9159,0,0,
762,405.4419,288.833,278,162,0.5827338129496403
761,339.3373,243.7432,212,101,0.47641509433962265
760,425.3107,300.3283,278,169,0.6079136690647482
759,359.2101,255.2458,403,198,0.4913151364764268
758,293.1089,210.1559,3,0,
757,379.0752,266.7409,544,320,0.5882352941176471
756,445.1734,311.8177,225,105,0.4666666666666667
755,312.9774,221.659,2,0,
754,246.881,176.5683,4,0,
753,398.9342,278.2293,419,237,0.5656324582338902
752,465.0312,323.302,2,1,
751,332.8381,233.1534,18,13,0.7222222222222222
750,266.7438,188.0722,1,0,
749,200.6533,142.9805,2,0,
748,484.8841,334.782,0,0,
747,418.7875,289.7122,266,153,0.575187969924812
746,352.6922,244.6405,429,234,0.5454545454545454
745,286.5984,199.5664,0,0,
744,220.5083,154.4864,2,0,
743,438.6365,301.1902,303,140,0.46204620462046203
742,154.4273,109.3933,0,0,
741,372.5406,256.1216,631,360,0.5705229793977813
740,306.4464,211.0518,3,1,
739,458.4807,312.6643,112,65,0.5803571428571429
738,240.3549,165.9796,1,0,
737,392.3838,267.5979,624,332,0.532051282051282
736,326.2882,222.5308,9,5,0.5555555555555556
735,478.3213,324.1347,0,0,
734,174.2698,120.9017,0,0,
733,412.2231,279.0691,386,213,0.5518134715025906
732,260.1943,177.4633,0,0,
731,108.2044,75.8071,0,0,
730,346.1252,234.004,323,151,0.4674922600619195
729,432.0584,290.5371,314,188,0.5987261146496815
728,194.1044,132.3939,2,1,
727,280.0282,188.9392,2,0,
726,365.9583,245.4727,809,458,0.5661310259579728
725,451.8905,302.0012,323,130,0.4024767801857585
724,299.8576,200.4088,5,1,0.2
723,385.7876,256.9371,997,639,0.6409227683049148
722,471.7199,313.4622,4,1,
721,213.9324,143.8748,1,0,
720,128.0242,87.3208,0,0,
719,491.5465,324.9212,0,0,
718,405.6136,268.3982,797,472,0.5922208281053952
717,319.6827,211.8738,10,6,0.6
716,233.7557,155.3466,0,0,
715,425.4372,279.8563,386,201,0.5207253886010362
714,147.8398,98.8111,0,0,
713,339.505,223.334,30,21,0.7
712,445.2584,291.3116,354,175,0.4943502824858757
711,253.5749,166.8115,1,0,
710,359.3243,234.7913,942,470,0.4989384288747346
709,465.0774,302.7647,128,59,0.4609375
708,273.3913,178.2714,2,0,
707,379.1413,246.2453,1256,762,0.606687898089172
706,484.8946,314.2159,1,1,
705,167.6517,110.2871,0,0,
704,293.205,189.7268,3,0,
831,397.4839,318.3122,7,3,0.42857142857142855
830,147.3473,118.758,0,0,
829,371.2104,296.2709,55,35,0.6363636363636364
828,246.1312,196.5036,3,1,
827,121.0825,96.7166,0,0,
826,344.9356,274.2293,124,64,0.5161290322580645
825,443.7461,351.9483,0,0,
824,219.8564,174.463,2,0,
823,318.6588,252.1869,5,3,0.6
822,417.4688,329.905,0,0,
821,193.5786,152.4219,1,0,
820,292.3797,230.1444,3,0,
819,391.1896,307.8609,39,16,0.41025641025641024
818,364.9078,285.8163,193,132,0.6839378238341969
817,463.7216,363.5298,0,0,
816,266.0973,208.1007,1,1,
815,167.2966,130.3805,0,0,
814,437.4387,341.4835,0,0,
813,338.6237,263.7703,233,121,0.51931330472103
812,239.8113,186.0563,0,0,
811,411.1528,319.4364,27,12,0.4444444444444444
810,141.0074,108.3379,0,0,
809,312.3358,241.7235,4,2,
808,384.8645,297.3876,123,64,0.5203252032520326
807,213.5192,164.0109,1,0,
806,457.395,353.0496,0,0,
805,286.0434,219.6755,0,0,
804,358.5721,275.3375,308,166,0.538961038961039
803,431.1032,330.9984,0,0,
802,187.2194,141.963,2,0,
801,259.7452,197.6252,3,1,
800,332.2753,253.2859,147,82,0.5578231292517006
799,404.8073,308.9457,133,70,0.5263157894736842
798,114.7057,86.2957,0,0,
797,305.9728,231.232,4,2,
796,378.5068,286.891,297,193,0.6498316498316499
795,451.0412,342.5494,0,0,
794,233.4391,175.573,1,0,
793,160.9069,119.9141,0,0,
792,97.5305,71.0754,0,0,
791,424.7378,320.4921,99,64,0.6464646464646465
790,352.2006,264.8338,339,195,0.5752212389380531
789,279.6622,209.1755,3,0,
788,470.969,354.0906,0,0,
787,398.4293,298.432,204,113,0.553921568627451
786,207.1214,153.518,0,0,
785,325.8872,242.7739,9,5,0.5555555555555556
784,444.658,332.0282,0,0,
783,134.5739,97.8619,0,0,
782,253.3418,187.1156,1,0,
781,372.114,276.3692,375,215,0.5733333333333334
780,299.565,220.7103,2,0,
779,418.341,309.9631,236,167,0.7076271186440678
778,180.7873,131.4582,2,1,
777,464.5685,343.5558,0,0,
776,345.7904,254.3029,323,190,0.5882352941176471
775,227.0074,165.0512,3,0,
774,392.0166,287.8943,317,184,0.580441640378549
773,273.2309,198.6421,2,0,
772,438.2431,321.4852,150,72,0.48
771,319.4562,232.2321,6,3,0.5
770,365.6826,265.8215,428,245,0.572429906542056
769,411.9098,299.4105,267,137,0.5131086142322098
768,458.1373,332.9993,0,0,
895,440.8571,390.9432,0,0,
894,408.4578,358.5694,0,0,
893,434.7239,380.6173,0,0,
892,382.192,336.5199,0,0,
891,355.9255,314.469,5,3,0.6
890,329.659,292.4159,0,0,
889,297.256,260.044,1,1,
888,323.5187,282.0929,3,0,
887,349.7814,304.1407,1,0,
886,376.0448,326.1868,0,0,
885,402.3085,348.2318,0,0,
884,428.5718,370.2762,0,0,
883,270.9936,237.9928,1,0,
882,244.732,215.9392,0,0,
881,218.4712,193.8816,1,0,
880,291.0919,249.7057,1,0,
879,317.3526,271.7499,3,0,
878,343.6137,293.7933,2,1,
877,369.8754,315.8358,1,0,
876,396.1375,337.8775,0,0,
875,422.4,359.9191,0,0,
874,448.6628,381.9599,0,0,
873,264.832,227.6609,0,0,
872,238.5729,205.6143,2,1,
871,212.3156,183.5654,1,0,
870,186.0607,161.5136,1,0,
869,159.8089,139.4574,0,0,
868,133.5623,117.3941,0,0,
867,107.3262,95.3177,0,0,
866,416.2069,349.5448,0,0,
865,442.4699,371.5842,0,0,
864,389.9444,327.5051,0,0,
863,363.6818,305.4656,1,0,
862,337.4197,283.4256,5,2,0.4
861,311.1582,261.3851,3,0,
860,284.8972,239.3447,1,0,
859,258.6369,217.3032,0,0,
858,232.3774,195.2616,1,0,
857,206.1191,173.2192,1,0,
856,179.8631,151.175,0,0,
855,436.2555,361.1918,0,0,
854,409.991,339.1532,0,0,
853,153.6099,129.1292,0,0,
852,383.7267,317.1142,2,1,
851,357.4623,295.0753,4,1,
850,127.3615,107.0799,0,0,
849,331.1979,273.0361,26,7,0.2692307692307692
848,304.9334,250.997,3,2,
847,278.6691,228.958,1,1,
846,456.2853,372.8208,0,0,
845,101.1221,85.0246,0,0,
844,430.0184,350.7817,0,0,
843,252.4046,206.9185,1,0,
842,403.7506,328.7428,0,0,
841,377.4829,306.703,6,3,0.5
840,226.1406,184.8789,0,0,
839,351.2142,284.6636,64,33,0.515625
838,199.8759,162.839,0,0,
837,324.945,262.6241,59,35,0.5932203389830508
836,173.6115,140.799,1,0,
835,450.0279,362.3938,0,0,
834,298.6752,240.584,0,0,
833,423.7565,340.3529,0,0,
832,272.404,218.5438,0,0,
